"ID","Registry name","Spawns"
22,"still_life:barren_peaks","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 6, min: 2, max: 3] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
23,"still_life:barren_tundra","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 1, min: 4, max: 4] }; { minecraft:fox [weight: 2, min: 1, max: 2] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:rabbit [weight: 1, min: 1, max: 3] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
24,"minecraft:basalt_deltas","{ betternether:naga [weight: 8, min: 3, max: 5] }; { minecraft:ghast [weight: 40, min: 1, max: 1] }; { minecraft:magma_cube [weight: 100, min: 2, max: 5] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
25,"minecraft:beach","{ creeperoverhaul:beach_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { friendsandfoes:crab [weight: 14, min: 2, max: 4] }; { minecraft:turtle [weight: 5, min: 2, max: 5] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { wildernature:flamingo [weight: 9, min: 3, max: 6] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:box_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:moon_jellyfish [weight: 5, min: 2, max: 5] }; { hybrid-aquatic:coconut_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:dungeness_crab [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:ghost_crab [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:hermit_crab [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:horseshoe_crab [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }; { hybrid-aquatic:otter [weight: 1, min: 0, max: 2] }"
26,"minecraft:birch_forest","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { hybrid-birds:rooster [weight: 5, min: 1, max: 2] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
27,"still_life:birch_forest","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 0, min: 4, max: 4] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:fox [weight: 2, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:wolf [weight: 1, min: 3, max: 5] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
28,"betterend:blossoming_spires","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 50, min: 1, max: 4] }; { betterend:silk_moth [weight: 5, min: 1, max: 2] }"
29,"still_life:bog","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:swamp_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:swamp_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:frog [weight: 3, min: 1, max: 4] }; { naturalist:alligator [weight: 10, min: 1, max: 2] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:dragonfly [weight: 10, min: 2, max: 3] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { naturalist:catfish [weight: 10, min: 1, max: 1] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }"
30,"betternether:bone_reef","{ betternether:jungle_skeleton [weight: 0, min: 2, max: 4] }; { betternether:naga [weight: 8, min: 3, max: 5] }; { betternether:skull [weight: 2, min: 2, max: 4] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:hoglin [weight: 0, min: 1, max: 2] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:piglin_brute [weight: 0, min: 1, max: 1] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:flying_pig [weight: 0, min: 2, max: 4] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
31,"still_life:boreal_alpine_tundra","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 1, min: 4, max: 4] }; { minecraft:goat [weight: 1, min: 2, max: 4] }; { minecraft:sheep [weight: 7, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
32,"still_life:boreal_river","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { crittersandcompanions:dragonfly [weight: 7, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { crittersandcompanions:otter [weight: 1, min: 3, max: 5] }; { crittersandcompanions:koi_fish [weight: 4, min: 2, max: 5] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { minecraft:salmon [weight: 5, min: 1, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:carp [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:shiner [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sunfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:trout [weight: 2, min: 0, max: 1] }; { hybrid-aquatic:crayfish [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:otter [weight: 1, min: 0, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
33,"minecraft:cherry_grove","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:flower_fields_enderman [weight: 5, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { friendsandfoes:moobloom [weight: 4, min: 2, max: 4] }; { hybrid-birds:swan [weight: 1, min: 1, max: 2] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:pig [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 2, min: 2, max: 6] }; { minecraft:sheep [weight: 2, min: 2, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:sparrow [weight: 10, min: 1, max: 4] }; { wildernature:minisheep [weight: 13, min: 3, max: 6] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:carp [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:goldfish [weight: 3, min: 1, max: 2] }"
34,"betterend:chorus_forest","{ betterend:end_slime [weight: 5, min: 1, max: 2] }; { endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 50, min: 1, max: 4] }"
35,"still_life:cold_barren_highlands","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 10, min: 4, max: 4] }; { minecraft:donkey [weight: 2, min: 1, max: 2] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:sheep [weight: 4, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
36,"still_life:cold_deep_ocean","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 5, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { minecraft:cod [weight: 15, min: 3, max: 6] }; { minecraft:salmon [weight: 15, min: 1, max: 5] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:anglerfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:mackerel [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:ratfish [weight: 5, min: 1, max: 3] }; { hybrid-aquatic:sea_angel [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:snailfish [weight: 5, min: 1, max: 3] }; { hybrid-aquatic:arrow_squid [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:big_red_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:blue_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:cosmic_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:crown_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:firework_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:lions_mane_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:mauve_stinger [weight: 2, min: 1, max: 3] }; { hybrid-aquatic:nomura_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:basking_shark [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:giant_isopod [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:spider_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:yeti_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }"
37,"still_life:cold_desert","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 0, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
38,"minecraft:cold_ocean","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 5, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { minecraft:squid [weight: 3, min: 1, max: 4] }; { minecraft:cod [weight: 15, min: 3, max: 6] }; { minecraft:salmon [weight: 15, min: 1, max: 5] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:herring [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:mackerel [weight: 5, min: 4, max: 12] }; { hybrid-aquatic:arrow_squid [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:blue_jellyfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:lions_mane_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:nomura_jellyfish [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:basking_shark [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:giant_isopod [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:spider_crab [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:sea_cucumber [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sea_slug [weight: 1, min: 0, max: 2] }; { hybrid-aquatic:sea_urchin [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:starfish [weight: 2, min: 0, max: 2] }"
