"ID","Registry name","Tags"
80,"betterend:foggy_mushroomland","c:is_end_highland, minecraft:is_end, minecraft:spawns_cold_variant_frogs, minecraft:has_structure/end_city, endermanoverhaul:end_spawns, betterend:has_structure/giant_mossy_glowshroom, explorify:has_structure/end_shipwreck, endermanoverhaul:end_islands_spawns, minecraft:spawns_cold_variant_farm_animals, c:in_the_end, betterend:has_structure/eternal_portal"
81,"minecraft:forest","minecraft:has_structure/ruined_portal_standard, wildernature:spawns_deer, minecraft:has_structure/mineshaft, towns_and_towers:has_structure/village_forest_ruins, wildernature:spawns_patch_hazelnut_bush, ae2:has_meteorites, supplementaries:has_way_signs, supplementaries:has_cave_urns, naturalist:has_finch, bettermineshafts:has_structure/mineshaft, betterdungeons:has_structure/small_dungeon, wildernature:spawns_hedgehog, minecraft:has_structure/pillager_outpost, naturalist:has_butterfly, explorify:has_structure/ruins, minecraft:has_structure/trail_ruins, naturalist:has_snake, bakery:has_structure/bakery, farm_and_charm:spawns_wild_flowers, hybrid-birds:turkey_spawn_biomes, wildernature:spawns_turkey, meadow:spawns_umbra_cow, waystones:has_structure/waystone, minecraft:has_structure/stronghold, crittersandcompanions:silk_cocoon_spawns, minecraft:stronghold_biased_to, galosphere:has_structure/forgotten_ruins, c:climate_temperate, candlelight:spawns_rose, wildernature:spawns_squirrel, c:forest, betterstrongholds:has_structure/better_stronghold, naturalist:has_robin, explorify:has_structure/supply_cache/forest, farm_and_charm:spawns_wild_crops, bettermineshafts:has_structure/better_mineshaft_overgrown, wildernature:spawns_owl, naturalist:has_cardinal, structory_towers:has_structure/towers, betterdungeons:has_structure/spider_dungeon, bloomingnature:forest, farm_and_charm:spawns_wild_emmer, betterdungeons:has_structure/skeleton_dungeon, meadow:spawns_buffalo, naturalist:has_boar, farmersdelight:wild_onions_whitelist, c:in_overworld, structory_towers:oak_biomes, farm_and_charm:spawns_wild_strawberries, naturalist:has_deer, minecraft:is_forest, explorify:has_structure/mausoleum, farmersdelight:wild_potatoes_whitelist, naturalist:has_firefly, farmersdelight:wild_carrots_whitelist, structory:has_structure/ruins, betterdungeons:has_structure/zombie_dungeon, towns_and_towers:has_structure/pillager_outpost_forest, naturalist:has_bear, structory:has_structure/outcast_villager_grassy, explorify:has_structure/tavern, minecraft:is_overworld, betterstrongholds:has_structure/stronghold, bakery:spawns_strawberries, minecraft:has_structure/trial_chambers, c:tree_deciduous, vinery:spawns_grape, moremobvariants:wolf_woods_spawns, hybrid-birds:rooster_spawn_biomes, supplementaries:has_wild_flax, naturalist:has_snail, bloomingnature:overworld, farm_and_charm:spawns_wild_potatoes, wildernature:spawns_boar, structory:has_structure/chapel, underground_bunkers:has_structure/underground_bunker_biomes, ecologics:has_squirrel, naturalist:has_lizard, friendsandfoes:has_rascal"
82,"still_life:frozen_caves","farmersdelight:wild_potatoes_whitelist, supplementaries:has_wild_flax, c:cave, minecraft:stronghold_biased_to, friendsandfoes:has_rascal, minecraft:spawns_white_rabbits, ecologics:has_penguin, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, minecraft:spawns_snow_foxes, still_life:is_caves, minecraft:is_overworld, structory:has_structure/ruins, minecraft:spawns_cold_variant_farm_animals, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/spider_dungeon, bettermineshafts:has_structure/mineshaft, galosphere:has_structure/forgotten_ruins, structory_towers:has_structure/towers, minecraft:has_structure/trial_chambers, minecraft:is_cold, ae2:has_meteorites, creeperoverhaul:has_snowy_creeper, explorify:has_structure/ruins, betterstrongholds:has_structure/stronghold, supplementaries:has_cave_urns, c:climate_cold, creeperoverhaul:has_cave_creeper, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:in_overworld, minecraft:spawns_cold_variant_frogs, still_life:is_still_life, farmersdelight:wild_carrots_whitelist"
83,"minecraft:frozen_ocean","minecraft:is_overworld, waystones:has_structure/waystone, c:climate_wet, c:in_overworld, minecraft:water_on_map_outlines, minecraft:spawns_cold_variant_frogs, minecraft:has_structure/mineshaft, elemental_wizards_rpg:has_structure/water_wizard, farmersdelight:wild_potatoes_whitelist, c:aquatic_icy, minecraft:required_ocean_monument_surrounding, bettermineshafts:has_structure/mineshaft, structory_towers:has_structure/towers, minecraft:has_structure/ocean_ruin_cold, friendsandfoes:has_rascal, wildernature:spawns_penguin, hybrid-aquatic:arctic_oceans, elemental_wizards_rpg:has_structure/wind_wizard, explorify:has_structure/ruins, supplementaries:has_cave_urns, structory:has_structure/ruins, betterdungeons:has_structure/skeleton_dungeon, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/ruined_portal_ocean, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, minecraft:spawns_snow_foxes, minecraft:has_structure/trial_chambers, c:is_cold, ae2:has_meteorites, minecraft:has_structure/shipwreck, minecraft:plays_underwater_music, c:is_water, hybrid-aquatic:bottle_spawn_biomes, betterstrongholds:has_structure/stronghold, c:aquatic, loot_n_explore:has_structure/wizards_wind_tower, betterdungeons:has_structure/small_dungeon, minecraft:spawns_cold_variant_farm_animals, minecraft:is_ocean, loot_n_explore:has_structure/wizards_water_monolith, farmersdelight:wild_carrots_whitelist, betterdungeons:has_structure/zombie_dungeon, c:is_cold/overworld, c:ocean, bloomingnature:overworld, hybrid-aquatic:shallow_arctic_oceans, c:is_snowy, minecraft:spawns_white_rabbits, galosphere:has_structure/forgotten_ruins, minecraft:polar_bears_spawn_on_alternate_blocks, c:shallow_ocean"
84,"minecraft:frozen_peaks","c:mountain_peak, creeperoverhaul:has_snowy_creeper, structory_towers:has_structure/towers, moremobvariants:sheep_spawn_with_horns, minecraft:has_structure/stronghold, naturalist:blacklist/blacklist_snake, minecraft:spawns_snow_foxes, waystones:has_structure/waystone, naturalist:blacklist/blacklist_dragonfly, naturalist:blacklist/blacklist_zebra, c:is_sparse, naturalist:has_robin, minecraft:has_structure/ruined_portal_mountain, betterdungeons:has_structure/zombie_dungeon, bettermineshafts:has_structure/better_mineshaft_ice, minecraft:has_structure/pillager_outpost, galosphere:has_structure/forgotten_ruins, c:is_cold/overworld, naturalist:blacklist/blacklist_tortoise, c:is_snowy, structory_towers:mountain_peaks, elemental_wizards_rpg:has_structure/wind_wizard_monolith, loot_n_explore:has_structure/wizards_icy_snowy, naturalist:has_bluejay, explorify:has_structure/ruins, c:climate_cold, minecraft:has_structure/trial_chambers, naturalist:blacklist/blacklist_firefly, minecraft:has_structure/mineshaft, c:is_peak, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, friendsandfoes:has_rascal, c:icy, minecraft:increased_fire_burnout, naturalist:blacklist/blacklist_hippo, structory:has_structure/ruins, farmersdelight:wild_onions_whitelist, c:mountain, naturalist:blacklist/blacklist_elephant, meadow:spawns_rocky_sheep, minecraft:spawns_cold_variant_frogs, supplementaries:has_cave_urns, herbalbrews:mountain_biomes, supplementaries:has_way_signs, vinery:spawns_grape, minecraft:spawns_cold_variant_farm_animals, naturalist:blacklist/blacklist_lizard, betterdungeons:has_structure/spider_dungeon, ecologics:has_penguin, loot_n_explore:has_structure/wizards_frost_tower, naturalist:has_bear, naturalist:has_canary, c:is_mountain, bettermineshafts:has_structure/mineshaft, c:is_sparse/overworld, minecraft:is_overworld, minecraft:stronghold_biased_to, elemental_wizards_rpg:has_structure/earth_wizard, c:is_cold, naturalist:has_snail, naturalist:blacklist/blacklist_lion, naturalist:blacklist/blacklist_snail, betterdungeons:has_structure/small_dungeon, ae2:has_meteorites, betterstrongholds:has_structure/stronghold, minecraft:spawns_white_rabbits, loot_n_explore:has_structure/wizards_earth_tower, underground_bunkers:has_structure/underground_bunker_biomes, naturalist:blacklist/blacklist_butterfly, minecraft:is_mountain, naturalist:blacklist/blacklist_alligator, naturalist:blacklist/blacklist_coral_snake, wildernature:spawns_minisheep, betterstrongholds:has_structure/better_stronghold, loot_n_explore:has_structure/wizards_wind_monolith, powah:has_dry_ice, bloomingnature:overworld, betterdungeons:has_structure/skeleton_dungeon, explorify:has_structure/guide_post_cold, supplementaries:has_wild_flax, c:in_overworld, vinery:spawns_taiga_grape, naturalist:blacklist/blacklist_rhino, naturalist:blacklist/blacklist_giraffe"
85,"minecraft:frozen_river","minecraft:more_frequent_drowned_spawns, minecraft:spawns_snow_foxes, naturalist:has_duck, c:aquatic_icy, c:is_cold, minecraft:plays_underwater_music, c:river, loot_n_explore:has_structure/wizards_wind_tower, minecraft:has_structure/trial_chambers, minecraft:reduce_water_ambient_spawns, supplementaries:has_way_signs, elemental_wizards_rpg:has_structure/water_wizard_river, bloomingnature:overworld, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/stronghold, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, minecraft:spawns_white_rabbits, supplementaries:has_wild_flax, friendsandfoes:has_rascal, betterdungeons:has_structure/spider_dungeon, wildernature:spawns_pelican, betterstrongholds:has_structure/stronghold, minecraft:is_river, galosphere:has_structure/forgotten_ruins, c:climate_wet, c:is_water, untitledduckmod:duck_spawn, minecraft:spawns_cold_variant_frogs, moremobvariants:sheep_spawn_with_horns, minecraft:has_structure/mineshaft, ae2:has_meteorites, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, c:is_snowy, minecraft:spawns_cold_variant_farm_animals, explorify:has_structure/ruins, c:in_overworld, vinery:spawns_grape, structory_towers:has_structure/towers, elemental_wizards_rpg:has_structure/wind_wizard, betterdungeons:has_structure/zombie_dungeon, c:aquatic, minecraft:required_ocean_monument_surrounding, supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, waystones:has_structure/waystone, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, untitledduckmod:goose_spawn, naturalist:has_bass, c:is_cold/overworld, structory:has_structure/ruins"
86,"still_life:glacial_basin","minecraft:spawns_cold_variant_frogs, friendsandfoes:has_rascal, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, galosphere:has_structure/forgotten_ruins, c:climate_cold, betterdungeons:has_structure/spider_dungeon, farmersdelight:wild_carrots_whitelist, minecraft:spawns_snow_foxes, ae2:has_meteorites, farmersdelight:wild_onions_whitelist, bettermineshafts:has_structure/mineshaft, minecraft:stronghold_biased_to, minecraft:is_cold, creeperoverhaul:has_snowy_creeper, minecraft:spawns_white_rabbits, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, still_life:is_still_life, minecraft:is_overworld, supplementaries:has_wild_flax, betterdungeons:has_structure/skeleton_dungeon, ecologics:has_penguin, structory_towers:has_structure/towers, explorify:has_structure/ruins, supplementaries:has_cave_urns, c:in_overworld, structory:has_structure/ruins, minecraft:has_structure/stronghold, betterstrongholds:has_structure/stronghold, minecraft:spawns_cold_variant_farm_animals"
87,"still_life:glowing_caves","hybrid-aquatic:caves, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/skeleton_dungeon, supplementaries:has_cave_urns, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, c:cave, betterdungeons:has_structure/zombie_dungeon, betterstrongholds:has_structure/stronghold, explorify:has_structure/ruins, betterdungeons:has_structure/small_dungeon, c:in_overworld, minecraft:has_structure/trial_chambers, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, ae2:has_meteorites, creeperoverhaul:has_cave_creeper, betterdungeons:has_structure/spider_dungeon, supplementaries:has_way_signs, still_life:is_still_life, structory_towers:has_structure/towers, friendsandfoes:has_rascal, structory:has_structure/ruins, supplementaries:has_wild_flax, bettermineshafts:has_structure/mineshaft, minecraft:stronghold_biased_to, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, still_life:is_caves"
88,"betterend:glowing_grasslands","betterend:has_structure/end_village, minecraft:is_end, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:has_structure/end_city, minecraft:spawns_cold_variant_farm_animals, explorify:has_structure/end_shipwreck, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs"
89,"still_life:grassland_savanna","structory:has_structure/chapel, explorify:has_structure/ruins, candlelight:spawns_tomatoes, bettermineshafts:has_structure/better_mineshaft_acacia, naturalist:has_vulture, minecraft:has_structure/village_savanna, supplementaries:has_way_signs, c:tree_savanna, c:in_overworld, naturalist:has_finch, c:climate_dry, endermanoverhaul:all_spawns, farm_and_charm:spawns_wild_barley, farm_and_charm:spawns_wild_tomatoes_and_corn, herbalbrews:savanna_biomes, loot_n_explore:has_structure/wizards_fire_monolith, c:savanna, endermanoverhaul:cave_spawns, betterstrongholds:has_structure/better_stronghold, supplementaries:has_wild_flax, minecraft:spawns_warm_variant_farm_animals, naturalist:has_zebra, naturalist:has_lion, minecraft:snow_golem_melts, friendsandfoes:has_savanna_mauler, minecraft:spawns_warm_variant_frogs, supplementaries:has_cave_urns, minecraft:stronghold_biased_to, bettermineshafts:has_structure/mineshaft, t_and_t:has_structure/village_savanna, naturalist:has_boar, c:climate_hot, still_life:is_still_life, minecraft:is_overworld, wildernature:spawns_cassowary, naturalist:has_lizard, c:vegetation_sparse, vinery:spawns_savanna_grape, minecraft:has_structure/stronghold, meadow:spawns_sunset_cow, naturalist:has_snail, betterdungeons:has_structure/spider_dungeon, wildernature:spawns_bison, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, structory_towers:has_structure/towers, creeperoverhaul:has_savanna_creeper, naturalist:has_giraffe, betterdungeons:has_structure/small_dungeon, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/stronghold, structory:has_structure/ruins, bakery:spawns_strawberries, naturalist:has_elephant, farmersdelight:wild_carrots_whitelist, minecraft:has_structure/pillager_outpost, naturalist:has_cardinal, betterdungeons:has_structure/zombie_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:is_savanna, explorify:has_structure/watchtower_savanna, naturalist:has_rhino, endermanoverhaul:savanna_spawns, naturalist:has_rattlesnake, farmersdelight:has_wild_beetroots, wildernature:spawns_boar, naturalist:has_hippo, c:savana, friendsandfoes:has_rascal, naturalist:has_snake, ae2:has_meteorites, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_hot, minecraft:has_structure/mineshaft"
