"Registry name","Map color (hex)","Map color (int)"
"betterend:lacugrove_bookshelf","#E5E533","15066419"
"betterend:lacugrove_button","#E5E533","15066419"
"betterend:lacugrove_chair","#E5E533","15066419"
"betterend:lacugrove_chest","#E5E533","15066419"
"betterend:lacugrove_composter","#E5E533","15066419"
"betterend:lacugrove_crafting_table","#E5E533","15066419"
"betterend:lacugrove_door","#E5E533","15066419"
"betterend:lacugrove_fence","#E5E533","15066419"
"betterend:lacugrove_gate","#E5E533","15066419"
"betterend:lacugrove_hanging_sign","#E5E533","15066419"
"betterend:lacugrove_ladder","#E5E533","15066419"
"betterend:lacugrove_leaves","#4C7F99","5013401"
"betterend:lacugrove_log","#664C33","6704179"
"betterend:lacugrove_planks","#E5E533","15066419"
"betterend:lacugrove_plate","#E5E533","15066419"
"betterend:lacugrove_sapling","#007C00","31744"
"betterend:lacugrove_sign","#E5E533","15066419"
"betterend:lacugrove_slab","#E5E533","15066419"
"betterend:lacugrove_stairs","#E5E533","15066419"
"betterend:lacugrove_stripped_bark","#E5E533","15066419"
"betterend:lacugrove_stripped_log","#E5E533","15066419"
"betterend:lacugrove_taburet","#E5E533","15066419"
"betterend:lacugrove_trapdoor","#E5E533","15066419"
"betterend:lacugrove_wall","#E5E533","15066419"
"betterend:lacugrove_wall_hanging_sign","#E5E533","15066419"
"betterend:lacugrove_wall_sign","#E5E533","15066419"
"betterend:lamellarium","#D87F33","14188339"
"betterend:lanceleaf","#4C3223","4993571"
"betterend:lanceleaf_seed","#4C3223","4993571"
"betterend:large_amaranita_mushroom","#993333","10040115"
"betterend:lucernia_bar_stool","#D87F33","14188339"
"betterend:lucernia_bark","#D87F33","14188339"
"betterend:lucernia_barrel","#D87F33","14188339"
"betterend:lucernia_bookshelf","#D87F33","14188339"
"betterend:lucernia_button","#D87F33","14188339"
"betterend:lucernia_chair","#D87F33","14188339"
"betterend:lucernia_chest","#D87F33","14188339"
"betterend:lucernia_composter","#D87F33","14188339"
"betterend:lucernia_crafting_table","#D87F33","14188339"
"betterend:lucernia_door","#D87F33","14188339"
"betterend:lucernia_fence","#D87F33","14188339"
"betterend:lucernia_gate","#D87F33","14188339"
"betterend:lucernia_hanging_sign","#D87F33","14188339"
"betterend:lucernia_jellyshroom_hanging_sign","#D87F33","14188339"
"betterend:lucernia_jellyshroom_wall_hanging_sign","#D87F33","14188339"
"betterend:lucernia_ladder","#D87F33","14188339"
"betterend:lucernia_leaves","#D87F33","14188339"
"betterend:lucernia_log","#D87F33","14188339"
"betterend:lucernia_outer_leaves","#993333","10040115"
"betterend:lucernia_planks","#D87F33","14188339"
"betterend:lucernia_plate","#D87F33","14188339"
"betterend:lucernia_sapling","#007C00","31744"
"betterend:lucernia_sign","#D87F33","14188339"
"betterend:lucernia_slab","#D87F33","14188339"
"betterend:lucernia_stairs","#D87F33","14188339"
"betterend:lucernia_stripped_bark","#D87F33","14188339"
"betterend:lucernia_stripped_log","#D87F33","14188339"
"betterend:lucernia_taburet","#D87F33","14188339"
"betterend:lucernia_trapdoor","#D87F33","14188339"
"betterend:lucernia_wall","#D87F33","14188339"
"betterend:lucernia_wall_hanging_sign","#D87F33","14188339"
"betterend:lucernia_wall_sign","#D87F33","14188339"
"betterend:lumecorn","#8F7748","9402184"
"betterend:lumecorn_seed","#6699D8","6724056"
"betterend:lutebus","#D87F33","14188339"
"betterend:magnula","#007C00","31744"
"betterend:menger_sponge","#E5E533","15066419"
"betterend:menger_sponge_wet","#E5E533","15066419"
"betterend:missing_tile","#F7E9A3","16247203"
"betterend:mossy_dragon_bone","#F7E9A3","16247203"
"betterend:mossy_glowshroom_bar_stool","#8F7748","9402184"
"betterend:mossy_glowshroom_bark","#4C4C4C","5000268"
"betterend:mossy_glowshroom_barrel","#8F7748","9402184"
"betterend:mossy_glowshroom_bookshelf","#8F7748","9402184"
"betterend:mossy_glowshroom_button","#8F7748","9402184"
"betterend:mossy_glowshroom_cap","#8F7748","9402184"
"betterend:mossy_glowshroom_chair","#8F7748","9402184"
"betterend:mossy_glowshroom_chest","#8F7748","9402184"
"betterend:mossy_glowshroom_composter","#8F7748","9402184"
"betterend:mossy_glowshroom_crafting_table","#8F7748","9402184"
"betterend:mossy_glowshroom_door","#8F7748","9402184"
"betterend:mossy_glowshroom_fence","#8F7748","9402184"
"betterend:mossy_glowshroom_fur","#6699D8","6724056"
"betterend:mossy_glowshroom_gate","#8F7748","9402184"
"betterend:mossy_glowshroom_hanging_sign","#8F7748","9402184"
"betterend:mossy_glowshroom_hymenophore","#000000","0"
"betterend:mossy_glowshroom_ladder","#8F7748","9402184"
"betterend:mossy_glowshroom_log","#4C4C4C","5000268"
"betterend:mossy_glowshroom_planks","#8F7748","9402184"
"betterend:mossy_glowshroom_plate","#8F7748","9402184"
"betterend:mossy_glowshroom_sapling","#007C00","31744"
"betterend:mossy_glowshroom_sign","#8F7748","9402184"
"betterend:mossy_glowshroom_slab","#8F7748","9402184"
"betterend:mossy_glowshroom_stairs","#8F7748","9402184"
"betterend:mossy_glowshroom_stripped_bark","#8F7748","9402184"
"betterend:mossy_glowshroom_stripped_log","#8F7748","9402184"
"betterend:mossy_glowshroom_taburet","#8F7748","9402184"
"betterend:mossy_glowshroom_trapdoor","#8F7748","9402184"
"betterend:mossy_glowshroom_wall","#8F7748","9402184"
"betterend:mossy_glowshroom_wall_hanging_sign","#8F7748","9402184"
"betterend:mossy_glowshroom_wall_sign","#8F7748","9402184"
"betterend:mossy_obsidian","#191919","1644825"
"betterend:murkweed","#191919","1644825"
"betterend:needlegrass","#191919","1644825"
"betterend:neon_cactus","#007C00","31744"
"betterend:neon_cactus_block","#007C00","31744"
"betterend:neon_cactus_slab","#007C00","31744"
"betterend:neon_cactus_stairs","#007C00","31744"
"betterend:orango","#D87F33","14188339"
"betterend:pallidium_full","#999999","10066329"
"betterend:pallidium_heavy","#999999","10066329"
"betterend:pallidium_thin","#999999","10066329"
"betterend:pallidium_tiny","#999999","10066329"
"betterend:pink_moss","#F27FA5","15892389"
"betterend:pink_moss_path","#F27FA5","15892389"
"betterend:pond_anemone","#4040FF","4210943"
"betterend:purple_polypore","#007C00","31744"
"betterend:purpur_lantern","#B24CD8","11685080"
"betterend:purpur_pedestal","#B24CD8","11685080"
"betterend:pythadendron_bar_stool","#7F3FB2","8339378"
"betterend:pythadendron_bark","#B24CD8","11685080"
"betterend:pythadendron_barrel","#7F3FB2","8339378"
"betterend:pythadendron_bookshelf","#7F3FB2","8339378"
"betterend:pythadendron_button","#7F3FB2","8339378"
"betterend:pythadendron_chair","#7F3FB2","8339378"
"betterend:pythadendron_chest","#7F3FB2","8339378"
"betterend:pythadendron_composter","#7F3FB2","8339378"
"betterend:pythadendron_crafting_table","#7F3FB2","8339378"
"betterend:pythadendron_door","#7F3FB2","8339378"
"betterend:pythadendron_fence","#7F3FB2","8339378"
"betterend:pythadendron_gate","#7F3FB2","8339378"
"betterend:pythadendron_hanging_sign","#7F3FB2","8339378"
"betterend:pythadendron_ladder","#7F3FB2","8339378"
"betterend:pythadendron_leaves","#B24CD8","11685080"
"betterend:pythadendron_log","#B24CD8","11685080"
"betterend:pythadendron_planks","#7F3FB2","8339378"
"betterend:pythadendron_plate","#7F3FB2","8339378"
"betterend:pythadendron_sapling","#007C00","31744"
"betterend:pythadendron_sign","#7F3FB2","8339378"
"betterend:pythadendron_slab","#7F3FB2","8339378"
"betterend:pythadendron_stairs","#7F3FB2","8339378"
"betterend:pythadendron_stripped_bark","#7F3FB2","8339378"
"betterend:pythadendron_stripped_log","#7F3FB2","8339378"
"betterend:pythadendron_taburet","#7F3FB2","8339378"
"betterend:pythadendron_trapdoor","#7F3FB2","8339378"
"betterend:pythadendron_wall","#7F3FB2","8339378"
"betterend:pythadendron_wall_hanging_sign","#7F3FB2","8339378"
"betterend:pythadendron_wall_sign","#7F3FB2","8339378"
"betterend:quartz_lantern","#FFFCF5","16776437"
"betterend:quartz_pedestal","#FFFCF5","16776437"
"betterend:respawn_obelisk","#F7E9A3","16247203"
"betterend:rubinea","#007C00","31744"
"betterend:ruscus","#993333","10040115"
"betterend:rutiscus","#D87F33","14188339"
"betterend:rutiscus_path","#D87F33","14188339"
"betterend:salteago","#4C7F99","5013401"
"betterend:sandy_jadestone","#E5E533","15066419"
"betterend:sandy_jadestone_bricks","#E5E533","15066419"
"betterend:sandy_jadestone_bricks_slab","#E5E533","15066419"
"betterend:sandy_jadestone_bricks_stairs","#E5E533","15066419"
"betterend:sandy_jadestone_bricks_wall","#E5E533","15066419"
"betterend:sandy_jadestone_button","#E5E533","15066419"
"betterend:sandy_jadestone_flower_pot","#E5E533","15066419"
"betterend:sandy_jadestone_furnace","#E5E533","15066419"
"betterend:sandy_jadestone_lantern","#E5E533","15066419"
"betterend:sandy_jadestone_pedestal","#E5E533","15066419"
"betterend:sandy_jadestone_pillar","#E5E533","15066419"
"betterend:sandy_jadestone_plate","#E5E533","15066419"
"betterend:sandy_jadestone_polished","#E5E533","15066419"
"betterend:sandy_jadestone_slab","#E5E533","15066419"
"betterend:sandy_jadestone_stairs","#E5E533","15066419"
"betterend:sandy_jadestone_tiles","#E5E533","15066419"
"betterend:sandy_jadestone_wall","#E5E533","15066419"
"betterend:sangnum","#993333","10040115"
"betterend:sangnum_path","#993333","10040115"
"betterend:shadow_berry","#007C00","31744"
"betterend:shadow_grass","#191919","1644825"
"betterend:shadow_grass_path","#191919","1644825"
"betterend:shadow_plant","#191919","1644825"
"betterend:silk_moth_hive","#000000","0"
"betterend:silk_moth_nest","#FFFFFF","16777215"
"betterend:small_amaranita_mushroom","#993333","10040115"
"betterend:small_jellyshroom","#6699D8","6724056"
"betterend:smaragdant_crystal","#000000","0"
"betterend:smaragdant_crystal_bricks","#000000","0"
"betterend:smaragdant_crystal_bricks_slab","#000000","0"
"betterend:smaragdant_crystal_bricks_stairs","#000000","0"
"betterend:smaragdant_crystal_bricks_wall","#000000","0"
"betterend:smaragdant_crystal_pedestal","#000000","0"
"betterend:smaragdant_crystal_pillar","#000000","0"
"betterend:smaragdant_crystal_polished","#000000","0"
"betterend:smaragdant_crystal_shard","#667F33","6717235"
"betterend:smaragdant_crystal_slab","#000000","0"
"betterend:smaragdant_crystal_stairs","#000000","0"
"betterend:smaragdant_crystal_tiles","#000000","0"
"betterend:smaragdant_crystal_wall","#000000","0"
"betterend:sulphur_crystal","#E5E533","15066419"
"betterend:sulphuric_rock","#664C33","6704179"
"betterend:sulphuric_rock_bricks","#664C33","6704179"
"betterend:sulphuric_rock_bricks_slab","#664C33","6704179"
"betterend:sulphuric_rock_bricks_stairs","#664C33","6704179"
"betterend:sulphuric_rock_bricks_wall","#664C33","6704179"
"betterend:sulphuric_rock_button","#664C33","6704179"
"betterend:sulphuric_rock_flower_pot","#664C33","6704179"
"betterend:sulphuric_rock_furnace","#664C33","6704179"
"betterend:sulphuric_rock_lantern","#664C33","6704179"
"betterend:sulphuric_rock_pedestal","#664C33","6704179"
"betterend:sulphuric_rock_pillar","#664C33","6704179"
"betterend:sulphuric_rock_plate","#664C33","6704179"
"betterend:sulphuric_rock_polished","#664C33","6704179"
"betterend:sulphuric_rock_slab","#664C33","6704179"
"betterend:sulphuric_rock_stairs","#664C33","6704179"
"betterend:sulphuric_rock_tiles","#664C33","6704179"
"betterend:sulphuric_rock_wall","#664C33","6704179"
"betterend:tail_moss","#191919","1644825"
"betterend:tenanea_bar_stool","#F27FA5","15892389"
"betterend:tenanea_bark","#664C33","6704179"
"betterend:tenanea_barrel","#F27FA5","15892389"
"betterend:tenanea_bookshelf","#F27FA5","15892389"
"betterend:tenanea_button","#F27FA5","15892389"
"betterend:tenanea_chair","#F27FA5","15892389"
"betterend:tenanea_chest","#F27FA5","15892389"
"betterend:tenanea_composter","#F27FA5","15892389"
"betterend:tenanea_crafting_table","#F27FA5","15892389"
"betterend:tenanea_door","#F27FA5","15892389"
"betterend:tenanea_fence","#F27FA5","15892389"
"betterend:tenanea_flowers","#007C00","31744"
"betterend:tenanea_gate","#F27FA5","15892389"
"betterend:tenanea_hanging_sign","#F27FA5","15892389"
"betterend:tenanea_ladder","#F27FA5","15892389"
"betterend:tenanea_leaves","#F27FA5","15892389"
"betterend:tenanea_log","#664C33","6704179"
"betterend:tenanea_outer_leaves","#F27FA5","15892389"
"betterend:tenanea_planks","#F27FA5","15892389"
"betterend:tenanea_plate","#F27FA5","15892389"
"betterend:tenanea_sapling","#007C00","31744"
"betterend:tenanea_sign","#F27FA5","15892389"
"betterend:tenanea_slab","#F27FA5","15892389"
"betterend:tenanea_stairs","#F27FA5","15892389"
"betterend:tenanea_stripped_bark","#F27FA5","15892389"
"betterend:tenanea_stripped_log","#F27FA5","15892389"
"betterend:tenanea_taburet","#F27FA5","15892389"
"betterend:tenanea_trapdoor","#F27FA5","15892389"
"betterend:tenanea_wall","#F27FA5","15892389"
"betterend:tenanea_wall_hanging_sign","#F27FA5","15892389"
"betterend:tenanea_wall_sign","#F27FA5","15892389"
"betterend:terminite_anvil","#14B485","1356933"
"betterend:terminite_bars","#14B485","1356933"
"betterend:terminite_block","#14B485","1356933"
"betterend:terminite_bulb_lantern","#14B485","1356933"
"betterend:terminite_bulb_lantern_black","#191919","1644825"
"betterend:terminite_bulb_lantern_blue","#191919","1644825"
"betterend:terminite_bulb_lantern_brown","#191919","1644825"
"betterend:terminite_bulb_lantern_cyan","#191919","1644825"
"betterend:terminite_bulb_lantern_gray","#191919","1644825"
"betterend:terminite_bulb_lantern_green","#191919","1644825"
"betterend:terminite_bulb_lantern_light_blue","#191919","1644825"
"betterend:terminite_bulb_lantern_light_gray","#191919","1644825"
"betterend:terminite_bulb_lantern_lime","#191919","1644825"
"betterend:terminite_bulb_lantern_magenta","#191919","1644825"
"betterend:terminite_bulb_lantern_orange","#191919","1644825"
"betterend:terminite_bulb_lantern_pink","#191919","1644825"
"betterend:terminite_bulb_lantern_purple","#191919","1644825"
"betterend:terminite_bulb_lantern_red","#191919","1644825"
"betterend:terminite_bulb_lantern_white","#191919","1644825"
"betterend:terminite_bulb_lantern_yellow","#191919","1644825"
"betterend:terminite_chain","#14B485","1356933"
"betterend:terminite_chandelier","#14B485","1356933"
"betterend:terminite_door","#14B485","1356933"
"betterend:terminite_plate","#14B485","1356933"
"betterend:terminite_slab","#14B485","1356933"
"betterend:terminite_stairs","#14B485","1356933"
"betterend:terminite_tile","#14B485","1356933"
"betterend:terminite_trapdoor","#14B485","1356933"
"betterend:thallasium_anvil","#334CB2","3361970"
"betterend:thallasium_bars","#334CB2","3361970"
"betterend:thallasium_block","#334CB2","3361970"
"betterend:thallasium_bulb_lantern","#334CB2","3361970"
"betterend:thallasium_bulb_lantern_black","#191919","1644825"
"betterend:thallasium_bulb_lantern_blue","#191919","1644825"
"betterend:thallasium_bulb_lantern_brown","#191919","1644825"
"betterend:thallasium_bulb_lantern_cyan","#191919","1644825"
"betterend:thallasium_bulb_lantern_gray","#191919","1644825"
"betterend:thallasium_bulb_lantern_green","#191919","1644825"
"betterend:thallasium_bulb_lantern_light_blue","#191919","1644825"
"betterend:thallasium_bulb_lantern_light_gray","#191919","1644825"
"betterend:thallasium_bulb_lantern_lime","#191919","1644825"
"betterend:thallasium_bulb_lantern_magenta","#191919","1644825"
"betterend:thallasium_bulb_lantern_orange","#191919","1644825"
"betterend:thallasium_bulb_lantern_pink","#191919","1644825"
"betterend:thallasium_bulb_lantern_purple","#191919","1644825"
"betterend:thallasium_bulb_lantern_red","#191919","1644825"
"betterend:thallasium_bulb_lantern_white","#191919","1644825"
"betterend:thallasium_bulb_lantern_yellow","#191919","1644825"
"betterend:thallasium_chain","#334CB2","3361970"
"betterend:thallasium_chandelier","#334CB2","3361970"
"betterend:thallasium_door","#334CB2","3361970"
"betterend:thallasium_ore","#F7E9A3","16247203"
"betterend:thallasium_plate","#334CB2","3361970"
"betterend:thallasium_slab","#334CB2","3361970"
"betterend:thallasium_stairs","#334CB2","3361970"
"betterend:thallasium_tile","#334CB2","3361970"
"betterend:thallasium_trapdoor","#334CB2","3361970"
"betterend:tube_worm","#4C3223","4993571"
"betterend:twisted_moss","#6699D8","6724056"
"betterend:twisted_umbrella_moss","#334CB2","3361970"
"betterend:twisted_umbrella_moss_tall","#007C00","31744"
"betterend:twisted_vine","#007C00","31744"
"betterend:umbralith","#646464","6579300"
"betterend:umbralith_bricks","#646464","6579300"
"betterend:umbralith_bricks_slab","#646464","6579300"
"betterend:umbralith_bricks_stairs","#646464","6579300"
"betterend:umbralith_bricks_wall","#646464","6579300"
"betterend:umbralith_button","#646464","6579300"
"betterend:umbralith_flower_pot","#646464","6579300"
"betterend:umbralith_furnace","#646464","6579300"
"betterend:umbralith_lantern","#646464","6579300"
"betterend:umbralith_pedestal","#646464","6579300"
"betterend:umbralith_pillar","#646464","6579300"
"betterend:umbralith_plate","#646464","6579300"
"betterend:umbralith_polished","#646464","6579300"
"betterend:umbralith_slab","#646464","6579300"
"betterend:umbralith_stairs","#646464","6579300"
"betterend:umbralith_tiles","#646464","6579300"
"betterend:umbralith_wall","#646464","6579300"
"betterend:umbrella_moss","#D87F33","14188339"
"betterend:umbrella_moss_tall","#007C00","31744"
"betterend:umbrella_tree_bar_stool","#667F33","6717235"
"betterend:umbrella_tree_bark","#334CB2","3361970"
"betterend:umbrella_tree_barrel","#667F33","6717235"
"betterend:umbrella_tree_bookshelf","#667F33","6717235"
"betterend:umbrella_tree_button","#667F33","6717235"
"betterend:umbrella_tree_chair","#667F33","6717235"
