"ID","Name","Description","Parent"
"ae2:recipes/misc/network/cables/covered_lime","ae2:recipes/misc/network/cables/covered_lime","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_magenta","ae2:recipes/misc/network/cables/covered_magenta","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_orange","ae2:recipes/misc/network/cables/covered_orange","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_pink","ae2:recipes/misc/network/cables/covered_pink","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_purple","ae2:recipes/misc/network/cables/covered_purple","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_red","ae2:recipes/misc/network/cables/covered_red","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_white","ae2:recipes/misc/network/cables/covered_white","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/covered_yellow","ae2:recipes/misc/network/cables/covered_yellow","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_black","ae2:recipes/misc/network/cables/dense_covered_black","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_blue","ae2:recipes/misc/network/cables/dense_covered_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_brown","ae2:recipes/misc/network/cables/dense_covered_brown","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_cyan","ae2:recipes/misc/network/cables/dense_covered_cyan","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_fluix","ae2:recipes/misc/network/cables/dense_covered_fluix","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_fluix_clean","ae2:recipes/misc/network/cables/dense_covered_fluix_clean","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_gray","ae2:recipes/misc/network/cables/dense_covered_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_green","ae2:recipes/misc/network/cables/dense_covered_green","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_light_blue","ae2:recipes/misc/network/cables/dense_covered_light_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_light_gray","ae2:recipes/misc/network/cables/dense_covered_light_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_lime","ae2:recipes/misc/network/cables/dense_covered_lime","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_magenta","ae2:recipes/misc/network/cables/dense_covered_magenta","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_orange","ae2:recipes/misc/network/cables/dense_covered_orange","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_pink","ae2:recipes/misc/network/cables/dense_covered_pink","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_purple","ae2:recipes/misc/network/cables/dense_covered_purple","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_red","ae2:recipes/misc/network/cables/dense_covered_red","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_white","ae2:recipes/misc/network/cables/dense_covered_white","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_covered_yellow","ae2:recipes/misc/network/cables/dense_covered_yellow","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_black","ae2:recipes/misc/network/cables/dense_smart_black","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_blue","ae2:recipes/misc/network/cables/dense_smart_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_brown","ae2:recipes/misc/network/cables/dense_smart_brown","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_cyan","ae2:recipes/misc/network/cables/dense_smart_cyan","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_fluix","ae2:recipes/misc/network/cables/dense_smart_fluix","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_fluix_clean","ae2:recipes/misc/network/cables/dense_smart_fluix_clean","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_from_smart","ae2:recipes/misc/network/cables/dense_smart_from_smart","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_gray","ae2:recipes/misc/network/cables/dense_smart_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_green","ae2:recipes/misc/network/cables/dense_smart_green","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_light_blue","ae2:recipes/misc/network/cables/dense_smart_light_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_light_gray","ae2:recipes/misc/network/cables/dense_smart_light_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_lime","ae2:recipes/misc/network/cables/dense_smart_lime","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_magenta","ae2:recipes/misc/network/cables/dense_smart_magenta","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_orange","ae2:recipes/misc/network/cables/dense_smart_orange","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_pink","ae2:recipes/misc/network/cables/dense_smart_pink","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_purple","ae2:recipes/misc/network/cables/dense_smart_purple","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_red","ae2:recipes/misc/network/cables/dense_smart_red","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_white","ae2:recipes/misc/network/cables/dense_smart_white","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/dense_smart_yellow","ae2:recipes/misc/network/cables/dense_smart_yellow","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_black","ae2:recipes/misc/network/cables/glass_black","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_blue","ae2:recipes/misc/network/cables/glass_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_brown","ae2:recipes/misc/network/cables/glass_brown","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_cyan","ae2:recipes/misc/network/cables/glass_cyan","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_fluix","ae2:recipes/misc/network/cables/glass_fluix","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_fluix_clean","ae2:recipes/misc/network/cables/glass_fluix_clean","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_gray","ae2:recipes/misc/network/cables/glass_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_green","ae2:recipes/misc/network/cables/glass_green","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_light_blue","ae2:recipes/misc/network/cables/glass_light_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_light_gray","ae2:recipes/misc/network/cables/glass_light_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_lime","ae2:recipes/misc/network/cables/glass_lime","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_magenta","ae2:recipes/misc/network/cables/glass_magenta","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_orange","ae2:recipes/misc/network/cables/glass_orange","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_pink","ae2:recipes/misc/network/cables/glass_pink","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_purple","ae2:recipes/misc/network/cables/glass_purple","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_red","ae2:recipes/misc/network/cables/glass_red","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_white","ae2:recipes/misc/network/cables/glass_white","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/glass_yellow","ae2:recipes/misc/network/cables/glass_yellow","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_black","ae2:recipes/misc/network/cables/smart_black","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_blue","ae2:recipes/misc/network/cables/smart_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_brown","ae2:recipes/misc/network/cables/smart_brown","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_cyan","ae2:recipes/misc/network/cables/smart_cyan","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_fluix","ae2:recipes/misc/network/cables/smart_fluix","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_fluix_clean","ae2:recipes/misc/network/cables/smart_fluix_clean","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_gray","ae2:recipes/misc/network/cables/smart_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_green","ae2:recipes/misc/network/cables/smart_green","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_light_blue","ae2:recipes/misc/network/cables/smart_light_blue","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_light_gray","ae2:recipes/misc/network/cables/smart_light_gray","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_lime","ae2:recipes/misc/network/cables/smart_lime","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_magenta","ae2:recipes/misc/network/cables/smart_magenta","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_orange","ae2:recipes/misc/network/cables/smart_orange","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_pink","ae2:recipes/misc/network/cables/smart_pink","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_purple","ae2:recipes/misc/network/cables/smart_purple","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_red","ae2:recipes/misc/network/cables/smart_red","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_white","ae2:recipes/misc/network/cables/smart_white","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cables/smart_yellow","ae2:recipes/misc/network/cables/smart_yellow","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_cell_housing","ae2:recipes/misc/network/cells/fluid_cell_housing","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_16k","ae2:recipes/misc/network/cells/fluid_storage_cell_16k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_16k_storage","ae2:recipes/misc/network/cells/fluid_storage_cell_16k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_1k","ae2:recipes/misc/network/cells/fluid_storage_cell_1k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_1k_storage","ae2:recipes/misc/network/cells/fluid_storage_cell_1k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_256k","ae2:recipes/misc/network/cells/fluid_storage_cell_256k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_256k_storage","ae2:recipes/misc/network/cells/fluid_storage_cell_256k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_4k","ae2:recipes/misc/network/cells/fluid_storage_cell_4k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_4k_storage","ae2:recipes/misc/network/cells/fluid_storage_cell_4k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_64k","ae2:recipes/misc/network/cells/fluid_storage_cell_64k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/fluid_storage_cell_64k_storage","ae2:recipes/misc/network/cells/fluid_storage_cell_64k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_cell_housing","ae2:recipes/misc/network/cells/item_cell_housing","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_16k","ae2:recipes/misc/network/cells/item_storage_cell_16k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_16k_storage","ae2:recipes/misc/network/cells/item_storage_cell_16k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_1k","ae2:recipes/misc/network/cells/item_storage_cell_1k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_1k_storage","ae2:recipes/misc/network/cells/item_storage_cell_1k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_256k","ae2:recipes/misc/network/cells/item_storage_cell_256k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_256k_storage","ae2:recipes/misc/network/cells/item_storage_cell_256k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_4k","ae2:recipes/misc/network/cells/item_storage_cell_4k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_4k_storage","ae2:recipes/misc/network/cells/item_storage_cell_4k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_64k","ae2:recipes/misc/network/cells/item_storage_cell_64k","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_cell_64k_storage","ae2:recipes/misc/network/cells/item_storage_cell_64k_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_components_cell_16k_part","ae2:recipes/misc/network/cells/item_storage_components_cell_16k_part","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_components_cell_1k_part","ae2:recipes/misc/network/cells/item_storage_components_cell_1k_part","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_components_cell_256k_part","ae2:recipes/misc/network/cells/item_storage_components_cell_256k_part","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_components_cell_4k_part","ae2:recipes/misc/network/cells/item_storage_components_cell_4k_part","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/item_storage_components_cell_64k_part","ae2:recipes/misc/network/cells/item_storage_components_cell_64k_part","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_components","ae2:recipes/misc/network/cells/spatial_components","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_components_0","ae2:recipes/misc/network/cells/spatial_components_0","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_components_1","ae2:recipes/misc/network/cells/spatial_components_1","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_storage_cell_128_cubed","ae2:recipes/misc/network/cells/spatial_storage_cell_128_cubed","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_storage_cell_128_cubed_storage","ae2:recipes/misc/network/cells/spatial_storage_cell_128_cubed_storage","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_storage_cell_16_cubed","ae2:recipes/misc/network/cells/spatial_storage_cell_16_cubed","<null>","minecraft:recipes/root"
"ae2:recipes/misc/network/cells/spatial_storage_cell_16_cubed_storage","ae2:recipes/misc/network/cells/spatial_storage_cell_16_cubed_storage","<null>","minecraft:recipes/root"
